wavelength_nm; Transmission
2076; 87.42512512
2075; 87.40455627
2074; 87.50992584
2073; 87.59498596
2072; 87.72862244
2071; 87.75973511
2070; 87.78990173
2069; 87.99240875
2068; 87.97596741
2067; 88.0701828
2066; 88.34802246
2065; 88.34677124
2064; 88.35269928
2063; 88.44709778
2062; 88.48634338
2061; 88.61021423
2060; 88.7299881
2059; 88.8655014
2058; 88.83357239
2057; 88.88629913
2056; 88.96572876
2055; 89.09640503
2054; 89.1513443
2053; 89.33014679
2052; 89.33177948
2051; 89.24804688
2050; 89.28455353
2049; 89.45040131
2048; 89.47692871
2047; 89.57568359
2046; 89.52719116
2045; 89.69828033
2044; 89.69345093
2043; 89.78278351
2042; 89.84690094
2041; 89.77816772
2040; 89.92675018
2039; 90.05944061
2038; 89.95101166
2037; 90.04782104
2036; 90.07944489
2035; 90.07753754
2034; 90.12978363
2033; 90.27912903
2032; 90.20822906
2031; 90.2096405
2030; 90.21308136
2029; 90.28304291
2028; 90.25893402
2027; 90.30380249
2026; 90.29019165
2025; 90.24660492
2024; 90.34944153
2023; 90.26404572
2022; 90.34803772
2021; 90.36300659
2020; 90.2281723
2019; 90.35806274
2018; 90.26670837
2017; 90.31336212
2016; 90.27362823
2015; 90.23817444
2014; 90.17388153
2013; 90.08457947
2012; 90.26823425
2011; 90.16342163
2010; 90.04685974
2009; 90.05339813
2008; 89.99615479
2007; 90.01840973
2006; 89.88439941
2005; 89.85373688
2004; 89.80561829
2003; 89.77141571
2002; 89.7119751
2001; 89.58300018
2000; 89.60651398
1999; 89.50940704
1998; 89.42205048
1997; 89.37760925
1996; 89.41103363
1995; 89.37892151
1994; 89.20818329
1993; 89.03357697
1992; 89.06499481
1991; 88.97631073
1990; 88.81679535
1989; 88.74638367
1988; 88.76817322
1987; 88.64753723
1986; 88.49291992
1985; 88.41052246
1984; 88.33143616
1983; 88.21766663
1982; 88.18367767
1981; 88.02209473
1980; 87.93948364
1979; 87.68338013
1978; 87.59107208
1977; 87.54840851
1976; 87.46331024
1975; 87.28448486
1974; 87.2461319
1973; 87.07292938
1972; 86.9302063
1971; 86.83860779
1970; 86.75048828
1969; 86.59955597
1968; 86.43121338
1967; 86.22311401
1966; 86.06124878
1965; 85.99242401
1964; 85.93746185
1963; 85.816185
1962; 85.63985443
1961; 85.53327179
1960; 85.43975067
1959; 85.38305664
1958; 85.20715332
1957; 85.14385986
1956; 85.03311157
1955; 84.96662903
1954; 84.8638382
1953; 84.76073456
1952; 84.72940063
1951; 84.60295868
1950; 84.49215698
1949; 84.30641937
1948; 84.21315002
1947; 84.14470673
1946; 84.13219452
1945; 83.92713928
1944; 83.81918335
1943; 83.70825195
1942; 83.74458313
1941; 83.62466431
1940; 83.54047394
1939; 83.55540466
1938; 83.25455475
1937; 83.30171967
1936; 83.15732574
1935; 83.13570404
1934; 82.96511078
1933; 82.96632385
1932; 82.85725403
1931; 82.81491089
1930; 82.73600006
1929; 82.7325058
1928; 82.57572937
1927; 82.54974365
1926; 82.5019455
1925; 82.42189789
1924; 82.41330719
1923; 82.38240814
1922; 82.35175323
1921; 82.32233429
1920; 82.26218414
1919; 82.23350525
1918; 82.17598724
1917; 82.25687408
1916; 82.30818176
1915; 82.28897858
1914; 82.06663513
1913; 82.29559326
1912; 82.19585419
1911; 82.28503418
1910; 82.22460938
1909; 82.28479767
1908; 82.27101135
1907; 82.24074554
1906; 82.20275879
1905; 82.29138947
1904; 82.44161224
1903; 82.48252869
1902; 82.40063477
1901; 82.48736572
1900; 82.48218536
1899; 82.51396179
1898; 82.62496948
1897; 82.78055573
1896; 82.77923584
1895; 82.87233734
1894; 82.92579651
1893; 83.01753235
1892; 82.98406219
1891; 83.11973572
1890; 83.08197021
1889; 83.22162628
1888; 83.28417206
1887; 83.41841888
1886; 83.54640961
1885; 83.58052826
1884; 83.64079285
1883; 83.74658203
1882; 83.89006042
1881; 84.04037476
1880; 84.09233093
1879; 84.20495605
1878; 84.25026703
1877; 84.38749695
1876; 84.54486084
1875; 84.70751953
1874; 84.71421814
1873; 84.88372803
1872; 85.09234619
1871; 85.13285828
1870; 85.34957886
1869; 85.50822449
1868; 85.58500671
1867; 85.68737793
1866; 85.85852051
1865; 85.97080994
1864; 86.0963974
1863; 86.33312225
1862; 86.30717468
1861; 86.61976624
1860; 86.67020416
1859; 86.80246735
1858; 86.98600006
1857; 87.12807465
1856; 87.38245392
1855; 87.51178741
1854; 87.50064087
1853; 87.71649933
1852; 87.82000732
1851; 87.94067383
1850; 88.10475922
1849; 88.30819702
1848; 88.43935394
1847; 88.5517807
1846; 88.60611725
1845; 88.69897461
1844; 88.83150482
1843; 89.13047791
1842; 89.22853851
1841; 89.40145874
1840; 89.44970703
1839; 89.50827026
1838; 89.69953918
1837; 89.8482666
1836; 89.95398712
1835; 90.0322876
1834; 90.17353058
1833; 90.16997528
1832; 90.29512024
1831; 90.44995117
1830; 90.45294189
1829; 90.59430695
1828; 90.61405182
1827; 90.76699829
1826; 90.9420929
1825; 90.80493927
1824; 90.93528748
1823; 90.9491272
1822; 91.09710693
1821; 91.08874512
1820; 91.04966736
1819; 91.09027863
1818; 91.21910095
1817; 91.17559052
1816; 91.24504852
1815; 91.22585297
1814; 91.2363205
1813; 91.23896027
1812; 91.21815491
1811; 91.23699951
1810; 91.26102448
1809; 91.23184204
1808; 91.2148056
1807; 91.14021301
1806; 91.09895325
1805; 90.94858551
1804; 90.98215485
1803; 90.92172241
1802; 90.78427124
1801; 90.76693726
1800; 90.70389557
1799; 90.64053345
1798; 90.51860809
1797; 90.43017578
1796; 90.33636475
1795; 90.22307587
1794; 90.17454529
1793; 89.90422821
1792; 89.78494263
1791; 89.66850281
1790; 89.55567169
1789; 89.37381744
1788; 89.2301712
1787; 89.0643158
1786; 88.97872925
1785; 88.76895142
1784; 88.62268066
1783; 88.36657715
1782; 88.18940735
1781; 88.08246613
1780; 87.93496704
1779; 87.57291412
1778; 87.55846405
1777; 87.25061035
1776; 87.16189575
1775; 86.9479599
1774; 86.79537964
1773; 86.55187225
1772; 86.34119415
1771; 86.25458527
1770; 85.99623108
1769; 85.8604126
1768; 85.70303345
1767; 85.58452606
1766; 85.29993439
1765; 85.1901474
1764; 85.01499176
1763; 84.81795502
1762; 84.84793091
1761; 84.66290283
1760; 84.41822815
1759; 84.36910248
1758; 84.17874908
1757; 84.06672668
1756; 83.92182922
1755; 83.62545776
1754; 83.54100037
1753; 83.28113556
1752; 83.18193817
1751; 83.04631805
1750; 82.8849411
1749; 82.75354767
1748; 82.56626892
1747; 82.56941986
1746; 82.42164612
1745; 82.19259644
1744; 81.99799347
1743; 81.96570587
1742; 81.71224213
1741; 81.78540802
1740; 81.53718567
1739; 81.42699432
1738; 81.37323761
1737; 81.29432678
1736; 81.16033936
1735; 81.14266205
1734; 81.11322784
1733; 81.11392212
1732; 81.1036911
1731; 80.99583435
1730; 81.01238251
1729; 80.96300507
1728; 81.01745605
1727; 80.94374847
1726; 81.01107025
1725; 81.01783752
1724; 81.01140594
1723; 80.95930481
1722; 81.00410461
1721; 80.97454071
1720; 81.05833435
1719; 81.15494537
1718; 81.22315216
1717; 81.24830627
1716; 81.21292877
1715; 81.30349731
1714; 81.45679474
1713; 81.52994537
1712; 81.68727875
1711; 81.55552673
1710; 81.78251648
1709; 81.81469727
1708; 81.9405899
1707; 82.00714111
1706; 81.97053528
1705; 82.06842041
1704; 82.24828339
1703; 82.29571533
1702; 82.45614624
1701; 82.58200073
1700; 82.67913818
1699; 82.93283844
1698; 82.99697876
1697; 83.20750427
1696; 83.42345428
1695; 83.55981445
1694; 83.87211609
1693; 83.97267914
1692; 84.13474274
1691; 84.29714203
1690; 84.44057465
1689; 84.73666382
1688; 84.92216492
1687; 85.17002106
1686; 85.41854858
1685; 85.57871246
1684; 85.87609863
1683; 86.06803131
1682; 86.34707642
1681; 86.62957764
1680; 86.75947571
1679; 86.98435211
1678; 87.16139984
1677; 87.15892792
1676; 87.43184662
1675; 87.64536285
1674; 87.74134827
1673; 87.80915833
1672; 87.9438324
1671; 87.97553253
1670; 88.20822144
1669; 88.30335999
1668; 88.66025543
1667; 88.80821991
1666; 89.08708954
1665; 89.29750061
1664; 89.5342865
1663; 89.73419952
1662; 90.04117584
1661; 90.30291748
1660; 90.38634491
1659; 90.52474976
1658; 90.69128418
1657; 90.99466705
1656; 90.9463501
1655; 91.12335205
1654; 91.18035126
1653; 91.201828
1652; 91.2440033
1651; 91.17526245
1650; 91.29110718
1649; 91.39095306
1648; 91.31848145
1647; 91.16845703
1646; 91.12483978
1645; 91.19891357
1644; 91.08442688
1643; 90.97695923
1642; 91.03973389
1641; 90.81856537
1640; 90.76293182
1639; 90.69498444
1638; 90.66796112
1637; 90.50208282
1636; 90.37224579
1635; 90.15835571
1634; 90.02780914
1633; 89.84072876
1632; 89.6198349
1631; 89.31936646
1630; 89.22892761
1629; 88.99575043
1628; 88.79193878
1627; 88.49005127
1626; 88.26525879
1625; 88.16168213
1624; 87.94704437
1623; 87.47657013
1622; 87.26911926
1621; 87.05974579
1620; 86.70173645
1619; 86.54248047
1618; 86.24373627
1617; 85.93841553
1616; 85.76812744
1615; 85.41962433
1614; 85.20620728
1613; 85.06226349
1612; 84.71054077
1611; 84.48062897
1610; 84.28945923
1609; 83.90441895
1608; 83.65520477
1607; 83.46313477
1606; 83.17823792
1605; 83.01747894
1604; 82.75695801
1603; 82.60908508
1602; 82.27810669
1601; 82.07115173
1600; 81.85758972
1599; 81.64392853
1598; 81.40261078
1597; 81.28851318
1596; 80.96696472
1595; 80.91486359
1594; 80.74658203
1593; 80.52503967
1592; 80.36371613
1591; 80.20078278
1590; 79.99189758
1589; 79.98554993
1588; 79.75240326
1587; 79.60691833
1586; 79.50298309
1585; 79.51759338
1584; 79.36488342
1583; 79.29780579
1582; 79.29949951
1581; 79.34230804
1580; 79.14801788
1579; 79.2288208
1578; 79.26148224
1577; 79.19193268
1576; 79.16490173
1575; 79.19003296
1574; 79.29675293
1573; 79.32188416
1572; 79.28386688
1571; 79.46498108
1570; 79.57980347
1569; 79.58238983
1568; 79.65587616
1567; 79.78050995
1566; 79.87905884
1565; 80.03568268
1564; 80.0593338
1563; 80.19697571
1562; 80.50331116
1561; 80.64355469
1560; 80.71099854
1559; 80.92008972
1558; 81.09589386
1557; 81.34851074
1556; 81.56999207
1555; 81.80181122
1554; 82.09632874
1553; 82.27290344
1552; 82.46852875
1551; 82.77690125
1550; 83.06496429
1549; 83.31903839
1548; 83.53599548
1547; 83.78650665
1546; 84.0607605
1545; 84.36437225
1544; 84.70445251
1543; 84.98765564
1542; 85.28629303
1541; 85.46537781
1540; 85.7901001
1539; 86.157341
1538; 86.42037201
1537; 86.79873657
1536; 87.13025665
1535; 87.45534515
1534; 87.65537262
1533; 87.94186401
1532; 88.18515778
1531; 88.47176361
1530; 88.79195404
1529; 89.00281525
1528; 89.17900085
1527; 89.51357269
1526; 89.68025208
1525; 89.86798859
1524; 90.18631744
1523; 90.24485016
1522; 90.39710999
1521; 90.6711731
1520; 90.74321747
1519; 90.99095154
1518; 91.02087402
1517; 90.91831207
1516; 91.02171326
1515; 91.06025696
1514; 91.06240082
1513; 90.99584961
1512; 90.91204071
1511; 90.99871063
1510; 90.77574921
1509; 90.7065506
1508; 90.54678345
1507; 90.33216095
1506; 90.24447632
1505; 89.87651062
1504; 89.63894653
1503; 89.35813141
1502; 89.17756653
1501; 88.75096893
1500; 88.55921936
1499; 88.23901367
1498; 87.74134064
1497; 87.41372681
1496; 86.94408417
1495; 86.64044189
1494; 86.35258484
1493; 85.84272003
1492; 85.39555359
1491; 85.02509308
1490; 84.53632355
1489; 84.16196442
1488; 83.65079498
1487; 83.20027161
1486; 82.79732513
1485; 82.2776413
1484; 81.85423279
1483; 81.39426422
1482; 81.00432587
1481; 80.48666382
1480; 80.1641922
1479; 79.68945313
1478; 79.27004242
1477; 78.77135468
1476; 78.47716522
1475; 77.92835236
1474; 77.61154938
1473; 77.21974182
1472; 76.75164795
1471; 76.45878601
1470; 76.16357422
1469; 75.7932663
1468; 75.43061829
1467; 75.14752197
1466; 74.8322525
1465; 74.49856567
1464; 74.38677216
1463; 74.02096558
1462; 73.77050018
1461; 73.58605957
1460; 73.29233551
1459; 73.09441376
1458; 73.0258255
1457; 72.91197968
1456; 72.80702972
1455; 72.61477661
1454; 72.66570282
1453; 72.49046326
1452; 72.48726654
1451; 72.47296906
1450; 72.4853363
1449; 72.38572693
1448; 72.52229309
1447; 72.43972778
1446; 72.63225555
1445; 72.64375305
1444; 72.84503937
1443; 72.90084076
1442; 73.15685272
1441; 73.34447479
1440; 73.42591858
1439; 73.68785095
1438; 73.96375275
1437; 74.13750458
1436; 74.47109222
1435; 74.64125061
1434; 74.95215607
1433; 75.33049011
1432; 75.6386261
1431; 76.08356476
1430; 76.42923737
1429; 76.80132294
1428; 77.32204437
1427; 77.7723465
1426; 78.19182587
1425; 78.55735779
1424; 79.07688904
1423; 79.5980835
1422; 80.09169769
1421; 80.64060974
1420; 81.19738007
1419; 81.69630432
1418; 82.24398041
1417; 82.75289917
1416; 83.20225525
1415; 83.79155731
1414; 84.34139252
1413; 84.78116608
1412; 85.32881927
1411; 85.86920929
1410; 86.28924561
1409; 86.8201828
1408; 87.19150543
1407; 87.73381805
1406; 88.04528046
1405; 88.4342041
1404; 88.80010986
1403; 89.14394379
1402; 89.37297058
1401; 89.73757935
1400; 89.87366486
1399; 89.92435455
1398; 90.11347198
1397; 90.17961884
1396; 90.25532532
1395; 90.21812439
1394; 90.10280609
1393; 90.06545258
1392; 89.99869537
1391; 89.82237244
1390; 89.62104034
1389; 89.37928009
1388; 89.09294128
1387; 88.85997009
1386; 88.51335144
1385; 88.09553528
1384; 87.54959106
1383; 87.26247406
1382; 86.74560547
1381; 86.29514313
1380; 85.70541382
1379; 85.08956146
1378; 84.57456207
1377; 84.02084351
1376; 83.37173462
1375; 82.74343109
1374; 82.1238327
1373; 81.56887817
1372; 80.83271027
1371; 80.34262848
1370; 79.68715668
1369; 79.10295105
1368; 78.46725464
1367; 77.8866272
1366; 77.33544922
1365; 76.79058075
1364; 76.14014435
1363; 75.68408203
1362; 75.09102631
1361; 74.66748047
1360; 74.08919525
1359; 73.64389038
1358; 73.1870575
1357; 72.74800873
1356; 72.37042999
1355; 71.98480988
1354; 71.61405945
1353; 71.308815
1352; 70.9984436
1351; 70.79676056
1350; 70.56990051
1349; 70.44410706
1348; 70.33377838
1347; 70.18822479
1346; 70.15223694
1345; 70.02698517
1344; 70.03170013
1343; 70.05661774
1342; 70.08300781
1341; 70.17831421
1340; 70.42767334
1339; 70.42488861
1338; 70.68486786
1337; 70.87065125
1336; 71.10269928
1335; 71.36671448
1334; 71.56005859
1333; 72.09916687
1332; 72.44226074
1331; 72.78901672
1330; 73.29185486
1329; 73.7541275
1328; 74.23760986
1327; 74.71234131
1326; 75.31719971
1325; 76.08398438
1324; 76.61708832
1323; 77.27916718
1322; 77.97245026
1321; 78.60307312
1320; 79.29803467
1319; 80.09433746
1318; 80.84423828
1317; 81.50740051
1316; 82.22172546
1315; 83.03675079
1314; 83.73995209
1313; 84.43257141
1312; 85.21206665
1311; 85.8655014
1310; 86.47634888
1309; 87.24346161
1308; 87.75460815
1307; 88.31531525
1306; 88.92534637
1305; 89.36943817
1304; 89.80601501
1303; 90.1236496
1302; 90.43920135
1301; 90.58105469
1300; 90.68452454
1299; 90.82893372
1298; 90.79924011
1297; 90.52339172
1296; 90.46066284
1295; 90.23153687
1294; 89.92516327
1293; 89.4813385
1292; 89.01879883
1291; 88.4420166
1290; 87.81412506
1289; 87.20289612
1288; 86.33892822
1287; 85.51258087
1286; 84.67988586
1285; 83.85756683
1284; 82.83570099
1283; 81.94874573
1282; 80.85903168
1281; 79.79671478
1280; 78.75273132
1279; 77.79190826
1278; 76.81365967
1277; 75.75132751
1276; 74.80342102
1275; 73.78411865
1274; 72.76126862
1273; 71.82912445
1272; 70.87850952
1271; 70.02897644
1270; 69.23245239
1269; 68.34091187
1268; 67.45388794
1267; 66.72232819
1266; 65.95100403
1265; 65.32221985
1264; 64.69631958
1263; 64.15827942
1262; 63.485569
1261; 62.98524857
1260; 62.53001785
1259; 62.15436935
1258; 61.82911301
1257; 61.57406998
1256; 61.27908325
1255; 61.09761429
1254; 60.89453125
1253; 60.79938889
1252; 60.77520752
1251; 60.82182693
1250; 60.90327072
1249; 60.92242432
1248; 61.13264084
1247; 61.30863571
1246; 61.65901566
1245; 61.86531067
1244; 62.28401566
1243; 62.64959717
1242; 63.14143372
1241; 63.67815781
1240; 64.27630615
1239; 64.88921356
1238; 65.47190094
1237; 66.26309204
1236; 67.18628693
1235; 67.96604156
1234; 68.9070816
1233; 69.85035706
1232; 70.78117371
1231; 71.77367401
1230; 72.9133606
1229; 73.97388458
1228; 75.14110565
1227; 76.17124939
1226; 77.28347015
1225; 78.27396393
1224; 79.45149231
1223; 80.58274841
1222; 81.48165894
1221; 82.5660553
1220; 83.49207306
1219; 84.43128204
1218; 85.2592926
1217; 85.9504776
1216; 86.43455505
1215; 86.98899078
1214; 87.28970337
1213; 87.4515686
1212; 87.49201202
1211; 87.45283508
1210; 87.2124939
1209; 86.85346222
1208; 86.38294983
1207; 85.6550827
1206; 84.83530426
1205; 83.9548111
1204; 82.9216156
1203; 81.90544128
